,preproc_label,model_label,método,parámetros,columnas_out,auc_train,auc_val,threshold,f1_train,f1_val
43,preprocess_v1_smote20,DecisionTreeClassifier,fit,"{'criterion': 'gini', 'max_depth': 10, 'min_samples_split': 500, 'random_state': 2020}",,0.7355027184168547,0.6543774860796622,1.0,0.6237576146200706,0.4347202295552367
44,preprocess_v1_smote50,DecisionTreeClassifier,fit,"{'criterion': 'gini', 'max_depth': 10, 'min_samples_split': 500, 'random_state': 2020}",,0.8692411248504188,0.7486941275349791,1.0,0.872610691472567,0.3911792905081496
45,preprocess_v1_smoteTomek20,DecisionTreeClassifier,fit,"{'criterion': 'gini', 'max_depth': 10, 'min_samples_split': 500, 'random_state': 2020}",,0.7864703719302862,0.638023704932399,1.0,0.7167141254638019,0.4153605015673981
46,preprocess_v1_smoteTomek50,DecisionTreeClassifier,fit,"{'criterion': 'gini', 'max_depth': 10, 'min_samples_split': 500, 'random_state': 2020}",,0.8770938496697556,0.7398826113434845,1.0,0.8753819515176208,0.42209523809523813
47,preprocess_v1,DecisionTreeClassifier,fit,"{'criterion': 'gini', 'max_depth': 10, 'min_samples_split': 500, 'random_state': 2020}",,0.6258225896253211,0.634528352732264,1,0.39567297690867487,0.4174198849630239
48,preprocess_v1_under50,DecisionTreeClassifier,fit,"{'criterion': 'gini', 'max_depth': 10, 'min_samples_split': 500, 'random_state': 2020}",,0.7830744509908945,0.7759783313360705,1,0.8058019659554064,0.31986275257338925
49,preprocess_v2_over50,DecisionTreeClassifier,fit,"{'criterion': 'gini', 'max_depth': 10, 'min_samples_split': 500, 'random_state': 2020}",,0.962829078579976,0.5,1,0.9615116549213971,0.1570275722932078
50,preprocess_v2_smote20,DecisionTreeClassifier,fit,"{'criterion': 'gini', 'max_depth': 10, 'min_samples_split': 500, 'random_state': 2020}",,0.7518328790331972,0.6172696108284383,1.0,0.6487956487956488,0.24062772449869224
51,preprocess_v2_smote50,DecisionTreeClassifier,fit,"{'criterion': 'gini', 'max_depth': 10, 'min_samples_split': 500, 'random_state': 2020}",,0.8749750698045472,0.7494220678887125,1.0,0.8801729905380866,0.31541518510771804
52,preprocess_v2_smoteTomek20,DecisionTreeClassifier,fit,"{'criterion': 'gini', 'max_depth': 10, 'min_samples_split': 500, 'random_state': 2020}",,0.7885179779445834,0.6218504675132328,1.0,0.7206009324814366,0.32121922626025795
53,preprocess_v2_smoteTomek50,DecisionTreeClassifier,fit,"{'criterion': 'gini', 'max_depth': 10, 'min_samples_split': 500, 'random_state': 2020}",,0.8899269193098772,0.7348138274928702,1.0,0.8885215046926267,0.32424677187948353
54,preprocess_v2,DecisionTreeClassifier,fit,"{'criterion': 'gini', 'max_depth': 10, 'min_samples_split': 500, 'random_state': 2020}",,0.6258225896253211,0.634528352732264,1,0.39567297690867487,0.4174198849630239
55,preprocess_v2_under50,DecisionTreeClassifier,fit,"{'criterion': 'gini', 'max_depth': 10, 'min_samples_split': 500, 'random_state': 2020}",,0.7830744509908945,0.7759783313360705,1,0.8058019659554064,0.31986275257338925
56,preprocess_v1_over50,DecisionTreeClassifier,fit,"{'criterion': 'gini', 'max_depth': 10, 'min_samples_split': 1000, 'random_state': 2020}",,0.8136717191862783,0.8019789770655013,1,0.835025604803108,0.34600683967008644
57,preprocess_v1_smote20,DecisionTreeClassifier,fit,"{'criterion': 'gini', 'max_depth': 10, 'min_samples_split': 1000, 'random_state': 2020}",,0.7200451581495523,0.6427760301135408,1.0,0.5987103174603174,0.4148698884758364
58,preprocess_v1_smote50,DecisionTreeClassifier,fit,"{'criterion': 'gini', 'max_depth': 10, 'min_samples_split': 1000, 'random_state': 2020}",,0.8591942560829676,0.7403385082796009,1.0,0.8644490844073248,0.3670923670923671
59,preprocess_v1_smoteTomek20,DecisionTreeClassifier,fit,"{'criterion': 'gini', 'max_depth': 10, 'min_samples_split': 1000, 'random_state': 2020}",,0.772505841836724,0.6214782762440755,1.0,0.6941785933795769,0.37620578778135044
60,preprocess_v1_smoteTomek50,DecisionTreeClassifier,fit,"{'criterion': 'gini', 'max_depth': 10, 'min_samples_split': 1000, 'random_state': 2020}",,0.872950099198875,0.7457895195380131,1.0,0.8721732319276347,0.41772611696331274
61,preprocess_v1,DecisionTreeClassifier,fit,"{'criterion': 'gini', 'max_depth': 10, 'min_samples_split': 1000, 'random_state': 2020}",,0.6053633182739108,0.6110236092687796,1,0.3435344827586207,0.3583617747440273
62,preprocess_v1_under50,DecisionTreeClassifier,fit,"{'criterion': 'gini', 'max_depth': 10, 'min_samples_split': 1000, 'random_state': 2020}",,0.7799946438136046,0.7748891967587117,1,0.8045676222195789,0.31626168224299067
63,preprocess_v2_over50,DecisionTreeClassifier,fit,"{'criterion': 'gini', 'max_depth': 10, 'min_samples_split': 1000, 'random_state': 2020}",,0.9616324291982449,0.5,1,0.9602109671914993,0.1570275722932078
64,preprocess_v2_smote20,DecisionTreeClassifier,fit,"{'criterion': 'gini', 'max_depth': 10, 'min_samples_split': 1000, 'random_state': 2020}",,0.7324362484370613,0.6017109267498542,1.0,0.6140795941017917,0.22659511031604057
65,preprocess_v2_smote50,DecisionTreeClassifier,fit,"{'criterion': 'gini', 'max_depth': 10, 'min_samples_split': 1000, 'random_state': 2020}",,0.8629088552054248,0.7377732071826295,1.0,0.8700583662184834,0.3035241393359136
66,preprocess_v2_smoteTomek20,DecisionTreeClassifier,fit,"{'criterion': 'gini', 'max_depth': 10, 'min_samples_split': 1000, 'random_state': 2020}",,0.771060944661862,0.5983457240497485,1.0,0.6924977934686672,0.2769416014449127
67,preprocess_v2_smoteTomek50,DecisionTreeClassifier,fit,"{'criterion': 'gini', 'max_depth': 10, 'min_samples_split': 1000, 'random_state': 2020}",,0.8794796453954142,0.742835798522168,1.0,0.8798537916531056,0.32503457814661135
68,preprocess_v2,DecisionTreeClassifier,fit,"{'criterion': 'gini', 'max_depth': 10, 'min_samples_split': 1000, 'random_state': 2020}",,0.6052294136140286,0.6110236092687796,1,0.3431774089243371,0.3583617747440273
69,preprocess_v2_under50,DecisionTreeClassifier,fit,"{'criterion': 'gini', 'max_depth': 10, 'min_samples_split': 1000, 'random_state': 2020}",,0.7799946438136046,0.7748891967587117,1,0.8045676222195789,0.31626168224299067
